lp.;data;nazwa produktu;kolor;rozmiar;cena
1549;16.08.2022;ukulele koncertowe;lipa;15;679
1550;16.08.2022;gitara akustyczna;r騜owy;30;299
1551;16.08.2022;ukulele sopranowe;bia造;13;229
1552;17.08.2022;ukulele tenorowe;czerwony;17;399
1553;17.08.2022;gitara elektryczna;jesion;39;1199
1554;17.08.2022;gitara elektryczna;czarny;34;699
1555;17.08.2022;ukulele koncertowe;buk;15;679
1556;17.08.2022;ukulele tenorowe;czarny;17;399
1557;17.08.2022;gitara elektryczna;klon;39;899
1558;18.08.2022;ukulele sopranowe;buk;13;229
1559;18.08.2022;ukulele koncertowe;czerwony;15;379
1560;18.08.2022;ukulele koncertowe;buk;15;1379
1561;18.08.2022;ukulele basowe;bia造;15;699
1562;20.08.2022;ukulele sopranowe;lipa;13;229
1563;20.08.2022;ukulele sopranowe;czerwony;13;259
1564;20.08.2022;ukulele sopranowe;lipa;13;259
1565;20.08.2022;ukulele basowe;niebieski;15;1499
1566;20.08.2022;ukulele sopranowe;czarny;13;169
1567;20.08.2022;ukulele sopranowe;lipa;13;169
1568;21.08.2022;gitara elektryczna;czerwony;39;699
1569;21.08.2022;gitara basowa;bia造;34;450
1570;21.08.2022;gitara basowa;niebieski;34;450
1571;21.08.2022;ukulele sopranowe;niebieski;13;229
1572;21.08.2022;ukulele sopranowe;niebieski;13;259
1573;21.08.2022;gitara elektryczna;buk;38;1599
1574;21.08.2022;ukulele basowe;niebieski;15;699
1575;22.08.2022;ukulele basowe;czerwony;15;699
1576;22.08.2022;gitara akustyczna;niebieski;38;1699
1577;22.08.2022;gitara basowa;czerwony;34;699
1578;22.08.2022;gitara akustyczna;buk;30;399
1579;22.08.2022;gitara klasyczna;bia造;34;499
1580;22.08.2022;ukulele koncertowe;czerwony;15;1379
1581;22.08.2022;ukulele basowe;lipa;15;1499
1582;23.08.2022;ukulele basowe;buk;15;699
1583;23.08.2022;ukulele basowe;bia造;15;699
1584;23.08.2022;gitara akustyczna;niebieski;38;499
1585;23.08.2022;ukulele sopranowe;bia造;13;229
1586;23.08.2022;gitara elektryczna;buk;38;1299
1587;23.08.2022;ukulele sopranowe;niebieski;13;229
1588;23.08.2022;gitara klasyczna;bia造;34;499
1589;24.08.2022;ukulele koncertowe;bia造;15;679
1590;24.08.2022;ukulele tenorowe;czerwony;17;399
1591;24.08.2022;ukulele sopranowe;klon;13;259
1592;24.08.2022;gitara basowa;czerwony;34;699
1593;24.08.2022;gitara elektryczna;lipa;34;480
1594;24.08.2022;ukulele basowe;niebieski;15;699
1595;24.08.2022;gitara akustyczna;lipa;34;360
1596;24.08.2022;gitara akustyczna;buk;30;399
1597;24.08.2022;ukulele sopranowe;lipa;13;229
1598;24.08.2022;gitara elektryczna;klon;39;899
1599;24.08.2022;ukulele tenorowe;lipa;17;399
1600;25.08.2022;ukulele sopranowe;lipa;13;259
1601;25.08.2022;gitara elektryczna;czerwony;39;499
1602;25.08.2022;ukulele sopranowe;lipa;13;229
1603;25.08.2022;gitara klasyczna;bia造;39;699
1604;25.08.2022;gitara elektryczna;lipa;39;1199
1605;25.08.2022;ukulele koncertowe;czerwony;15;379
1606;25.08.2022;ukulele tenorowe;czerwony;17;1853
1607;25.08.2022;ukulele tenorowe;czarny;17;699
1608;27.08.2022;gitara elektryczna;buk;38;1299
1609;27.08.2022;ukulele sopranowe;lipa;13;169
1610;27.08.2022;ukulele koncertowe;buk;15;679
1611;27.08.2022;gitara basowa;bia造;38;1699
1612;27.08.2022;ukulele koncertowe;czerwony;15;1199
1613;27.08.2022;ukulele koncertowe;niebieski;15;1379
1614;27.08.2022;gitara klasyczna;niebieski;34;569
1615;27.08.2022;gitara elektryczna;czerwony;38;699
1616;28.08.2022;ukulele tenorowe;jesion;17;699
1617;28.08.2022;ukulele sopranowe;jesion;13;169
1618;28.08.2022;ukulele basowe;czarny;15;879
1619;28.08.2022;ukulele tenorowe;lipa;17;1853
1620;28.08.2022;gitara elektryczna;lipa;30;895
1621;28.08.2022;ukulele tenorowe;bia造;17;399
1622;28.08.2022;ukulele basowe;r騜owy;15;1499
1623;29.08.2022;ukulele koncertowe;lipa;15;379
1624;29.08.2022;ukulele koncertowe;lipa;15;679
1625;29.08.2022;ukulele sopranowe;niebieski;13;169
1626;29.08.2022;gitara akustyczna;buk;38;1699
1627;29.08.2022;ukulele sopranowe;bia造;13;169
1628;29.08.2022;gitara elektryczna;lipa;34;480
1629;29.08.2022;ukulele sopranowe;niebieski;13;229
1630;29.08.2022;gitara elektryczna;bia造;34;695
1631;30.08.2022;ukulele koncertowe;buk;15;379
1632;30.08.2022;gitara elektryczna;czarny;38;699
1633;30.08.2022;ukulele koncertowe;czerwony;15;1379
1634;30.08.2022;gitara klasyczna;klon;30;399
1635;30.08.2022;gitara elektryczna;klon;38;1599
1636;30.08.2022;ukulele koncertowe;lipa;15;679
1637;30.08.2022;ukulele tenorowe;lipa;17;399
1638;31.08.2022;gitara akustyczna;czarny;34;260
1639;31.08.2022;ukulele tenorowe;czerwony;17;399
1640;01.09.2022;gitara akustyczna;czarny;38;499
1641;01.09.2022;gitara elektryczna;buk;30;895
1642;01.09.2022;ukulele sopranowe;lipa;13;229
1643;01.09.2022;ukulele basowe;lipa;15;1199
1644;01.09.2022;gitara klasyczna;lipa;30;699
1645;01.09.2022;gitara elektryczna;czerwony;39;1395
1646;03.09.2022;gitara elektroakustyczna;lipa;30;1799
1647;03.09.2022;ukulele tenorowe;niebieski;17;399
1648;04.09.2022;gitara klasyczna;niebieski;38;1195
1649;04.09.2022;gitara akustyczna;czerwony;38;1400
1650;04.09.2022;ukulele basowe;czerwony;15;1499
1651;04.09.2022;ukulele koncertowe;niebieski;15;1379
1652;04.09.2022;gitara akustyczna;niebieski;38;1400
1653;04.09.2022;ukulele basowe;czarny;15;1199
1654;04.09.2022;ukulele sopranowe;czerwony;13;259
1655;05.09.2022;gitara akustyczna;czerwony;38;955
1656;05.09.2022;ukulele basowe;lipa;15;879
1657;05.09.2022;gitara basowa;czerwony;34;450
1658;05.09.2022;ukulele sopranowe;czerwony;13;259
1659;06.09.2022;ukulele sopranowe;jesion;13;259
1660;06.09.2022;gitara akustyczna;czerwony;39;955
1661;06.09.2022;gitara akustyczna;niebieski;39;1599
1662;06.09.2022;ukulele basowe;lipa;15;1199
1663;06.09.2022;gitara elektryczna;czarny;38;1299
1664;06.09.2022;ukulele basowe;niebieski;15;1499
1665;06.09.2022;gitara basowa;niebieski;39;1329
1666;07.09.2022;ukulele koncertowe;r騜owy;15;679
1667;07.09.2022;ukulele tenorowe;buk;17;699
1668;07.09.2022;gitara basowa;bia造;30;1699
1669;07.09.2022;gitara elektryczna;lipa;34;695
1670;07.09.2022;ukulele sopranowe;czerwony;13;229
1671;07.09.2022;gitara klasyczna;lipa;38;369
1672;07.09.2022;gitara basowa;bia造;39;1699
1673;07.09.2022;gitara akustyczna;czerwony;34;360
1674;07.09.2022;gitara elektryczna;czerwony;38;899
1675;07.09.2022;gitara elektryczna;jesion;39;899
1676;08.09.2022;gitara klasyczna;niebieski;30;299
1677;08.09.2022;ukulele koncertowe;czarny;15;379
1678;08.09.2022;ukulele koncertowe;niebieski;15;1379
1679;08.09.2022;ukulele tenorowe;buk;17;699
1680;08.09.2022;ukulele basowe;lipa;15;1499
1681;08.09.2022;gitara akustyczna;czerwony;38;1699
1682;08.09.2022;ukulele koncertowe;bia造;15;679
1683;08.09.2022;gitara elektryczna;jesion;30;399
1684;08.09.2022;gitara akustyczna;niebieski;30;399
1685;08.09.2022;ukulele tenorowe;czerwony;17;1853
1686;10.09.2022;ukulele tenorowe;buk;17;399
1687;10.09.2022;gitara klasyczna;lipa;39;499
1688;11.09.2022;ukulele koncertowe;lipa;15;379
1689;11.09.2022;ukulele tenorowe;niebieski;17;399
1690;11.09.2022;ukulele tenorowe;bia造;17;399
1691;11.09.2022;ukulele sopranowe;niebieski;13;229
1692;11.09.2022;ukulele sopranowe;lipa;13;229
1693;11.09.2022;ukulele sopranowe;buk;13;229
1694;11.09.2022;gitara basowa;czerwony;39;789
1695;11.09.2022;ukulele sopranowe;lipa;13;229
1696;12.09.2022;ukulele basowe;r騜owy;15;1199
1697;12.09.2022;gitara klasyczna;bia造;34;360
1698;12.09.2022;gitara basowa;niebieski;34;699
1699;12.09.2022;gitara elektryczna;czerwony;39;699
1700;12.09.2022;ukulele sopranowe;lipa;13;259
1701;13.09.2022;ukulele sopranowe;lipa;13;259
1702;13.09.2022;ukulele basowe;czerwony;15;879
1703;13.09.2022;ukulele koncertowe;lipa;15;1379
1704;13.09.2022;gitara elektryczna;buk;30;399
1705;13.09.2022;ukulele tenorowe;buk;17;699
1706;13.09.2022;gitara basowa;lipa;39;1129
1707;14.09.2022;gitara akustyczna;lipa;38;499
1708;14.09.2022;ukulele tenorowe;lipa;17;1853
1709;14.09.2022;gitara elektryczna;lipa;34;480
1710;14.09.2022;gitara akustyczna;czerwony;39;955
1711;15.09.2022;ukulele koncertowe;klon;15;1199
1712;15.09.2022;ukulele basowe;lipa;15;879
1713;15.09.2022;gitara elektryczna;czerwony;34;480
1714;15.09.2022;ukulele tenorowe;lipa;17;699
1715;15.09.2022;ukulele basowe;niebieski;15;1199
1716;15.09.2022;gitara basowa;czerwony;39;1129
1717;15.09.2022;gitara akustyczna;jesion;34;260
1718;17.09.2022;gitara akustyczna;lipa;39;1599
1719;17.09.2022;gitara akustyczna;lipa;39;955
1720;17.09.2022;ukulele koncertowe;czerwony;15;679
1721;17.09.2022;ukulele tenorowe;czerwony;17;399
1722;17.09.2022;ukulele koncertowe;czerwony;15;679
1723;18.09.2022;ukulele basowe;klon;15;1199
1724;18.09.2022;ukulele tenorowe;lipa;17;399
1725;18.09.2022;ukulele sopranowe;czerwony;13;229
1726;18.09.2022;ukulele koncertowe;buk;15;1379
1727;18.09.2022;ukulele tenorowe;lipa;17;399
1728;19.09.2022;ukulele tenorowe;bia造;17;399
1729;19.09.2022;ukulele basowe;klon;15;879
1730;19.09.2022;gitara klasyczna;bia造;30;299
1731;20.09.2022;ukulele tenorowe;jesion;17;399
1732;20.09.2022;gitara akustyczna;czerwony;30;399
1733;20.09.2022;gitara akustyczna;czerwony;34;360
1734;20.09.2022;ukulele basowe;lipa;15;879
1735;20.09.2022;ukulele koncertowe;czerwony;15;379
1736;21.09.2022;gitara basowa;niebieski;34;699
1737;21.09.2022;ukulele tenorowe;czarny;17;1853
1738;21.09.2022;gitara akustyczna;lipa;30;1699
1739;21.09.2022;ukulele koncertowe;bia造;15;1379
1740;21.09.2022;ukulele tenorowe;buk;17;699
1741;21.09.2022;ukulele koncertowe;czerwony;15;1379
1742;21.09.2022;gitara elektroakustyczna;klon;34;695
1743;21.09.2022;gitara akustyczna;klon;30;299
1744;21.09.2022;ukulele tenorowe;lipa;17;699
1745;22.09.2022;gitara akustyczna;czarny;30;899
1746;22.09.2022;ukulele tenorowe;bia造;17;399
1747;22.09.2022;ukulele tenorowe;czarny;17;399
1748;22.09.2022;gitara elektryczna;lipa;38;1299
1749;24.09.2022;ukulele koncertowe;bia造;15;679
1750;24.09.2022;gitara klasyczna;bia造;39;1099
1751;24.09.2022;ukulele koncertowe;lipa;15;679
1752;24.09.2022;gitara elektryczna;buk;38;899
1753;24.09.2022;gitara klasyczna;klon;30;699
1754;24.09.2022;gitara klasyczna;czarny;39;699
1755;25.09.2022;ukulele sopranowe;buk;13;229
1756;25.09.2022;gitara klasyczna;lipa;39;360
1757;25.09.2022;gitara akustyczna;czerwony;38;649
1758;25.09.2022;ukulele basowe;buk;15;699
1759;26.09.2022;ukulele sopranowe;czerwony;13;229
1760;26.09.2022;gitara akustyczna;r騜owy;34;260
1761;26.09.2022;ukulele tenorowe;lipa;17;399
1762;26.09.2022;gitara klasyczna;czerwony;30;699
1763;26.09.2022;ukulele basowe;buk;15;879
1764;27.09.2022;ukulele basowe;buk;15;699
1765;27.09.2022;ukulele koncertowe;lipa;15;379
1766;27.09.2022;gitara elektryczna;czerwony;30;399
1767;27.09.2022;ukulele basowe;czerwony;15;1499
1768;27.09.2022;gitara klasyczna;niebieski;30;699
1769;27.09.2022;gitara akustyczna;czerwony;39;465
1770;27.09.2022;ukulele tenorowe;bia造;17;399
1771;28.09.2022;gitara akustyczna;czerwony;39;1129
1772;28.09.2022;ukulele basowe;lipa;15;1199
1773;28.09.2022;ukulele koncertowe;czerwony;15;379
1774;28.09.2022;ukulele sopranowe;lipa;13;259
1775;28.09.2022;ukulele koncertowe;czerwony;15;679
1776;28.09.2022;gitara elektryczna;czarny;39;499
1777;29.09.2022;ukulele koncertowe;niebieski;15;379
1778;29.09.2022;ukulele sopranowe;niebieski;13;229
1779;29.09.2022;ukulele tenorowe;czarny;17;399
1780;29.09.2022;ukulele koncertowe;klon;15;379
1781;29.09.2022;gitara akustyczna;niebieski;30;499
1782;29.09.2022;gitara akustyczna;czarny;38;955
1783;29.09.2022;gitara elektryczna;lipa;38;699
1784;01.10.2022;gitara elektryczna;czerwony;34;695
1785;01.10.2022;ukulele koncertowe;czarny;15;679
1786;02.10.2022;gitara elektryczna;czerwony;30;695
1787;02.10.2022;gitara elektryczna;jesion;30;695
1788;02.10.2022;gitara basowa;bia造;30;1399
1789;02.10.2022;gitara akustyczna;lipa;30;399
1790;02.10.2022;ukulele sopranowe;klon;13;259
1791;03.10.2022;gitara elektryczna;lipa;30;1299
1792;03.10.2022;ukulele koncertowe;niebieski;15;379
1793;03.10.2022;ukulele sopranowe;lipa;13;259
1794;03.10.2022;gitara klasyczna;lipa;34;360
1795;04.10.2022;gitara akustyczna;lipa;34;260
1796;04.10.2022;ukulele koncertowe;lipa;15;379
1797;04.10.2022;gitara klasyczna;bia造;34;569
1798;04.10.2022;gitara elektryczna;jesion;30;1299
1799;04.10.2022;gitara elektryczna;niebieski;38;699
1800;04.10.2022;ukulele sopranowe;lipa;13;229
1801;05.10.2022;gitara basowa;lipa;39;789
1802;05.10.2022;gitara elektryczna;buk;30;1299
1803;05.10.2022;ukulele sopranowe;bia造;13;229
1804;05.10.2022;ukulele sopranowe;lipa;13;259
1805;05.10.2022;gitara klasyczna;niebieski;38;699
1806;06.10.2022;ukulele tenorowe;czarny;17;1853
1807;06.10.2022;ukulele basowe;czerwony;15;1199
1808;06.10.2022;gitara elektryczna;czerwony;30;895
1809;06.10.2022;ukulele sopranowe;niebieski;13;259
1810;06.10.2022;ukulele basowe;czarny;15;699
1811;06.10.2022;gitara akustyczna;jesion;39;955
1812;06.10.2022;gitara basowa;klon;30;1399
1813;08.10.2022;ukulele basowe;niebieski;15;699
1814;09.10.2022;ukulele tenorowe;czarny;17;699
1815;09.10.2022;ukulele tenorowe;czarny;17;399
1816;09.10.2022;ukulele koncertowe;lipa;15;679
1817;09.10.2022;ukulele basowe;niebieski;15;1499
1818;09.10.2022;ukulele basowe;klon;15;1199
1819;09.10.2022;gitara elektryczna;bia造;30;695
1820;10.10.2022;ukulele tenorowe;r騜owy;17;399
1821;11.10.2022;ukulele basowe;niebieski;15;1199
1822;11.10.2022;gitara klasyczna;jesion;30;399
1823;11.10.2022;gitara elektryczna;czerwony;38;699
1824;12.10.2022;gitara akustyczna;czerwony;39;1129
1825;12.10.2022;ukulele sopranowe;czarny;13;259
1826;12.10.2022;ukulele sopranowe;bia造;13;229
1827;12.10.2022;ukulele basowe;buk;15;1499
1828;12.10.2022;ukulele basowe;niebieski;15;1199
1829;12.10.2022;ukulele basowe;czerwony;15;1199
1830;13.10.2022;gitara akustyczna;lipa;34;360
1831;13.10.2022;gitara akustyczna;lipa;34;360
1832;13.10.2022;ukulele tenorowe;czarny;17;399
1833;13.10.2022;ukulele tenorowe;jesion;17;399
1834;13.10.2022;ukulele sopranowe;r騜owy;13;169
1835;15.10.2022;ukulele koncertowe;klon;15;379
1836;15.10.2022;ukulele tenorowe;buk;17;399
1837;15.10.2022;gitara elektryczna;niebieski;34;699
1838;15.10.2022;gitara klasyczna;bia造;38;369
1839;15.10.2022;ukulele koncertowe;bia造;15;679
1840;16.10.2022;ukulele sopranowe;lipa;13;169
1841;16.10.2022;ukulele basowe;lipa;15;1499
1842;16.10.2022;gitara akustyczna;bia造;34;260
1843;16.10.2022;ukulele basowe;klon;15;1199
1844;16.10.2022;gitara elektryczna;bia造;34;480
1845;17.10.2022;ukulele basowe;bia造;15;1499
1846;17.10.2022;ukulele basowe;czerwony;15;1199
1847;17.10.2022;ukulele tenorowe;lipa;17;399
1848;17.10.2022;ukulele sopranowe;lipa;13;169
1849;17.10.2022;gitara elektryczna;niebieski;38;1299
1850;17.10.2022;gitara akustyczna;czarny;38;1400
1851;17.10.2022;gitara klasyczna;bia造;39;1099
1852;17.10.2022;ukulele tenorowe;czerwony;17;399
1853;18.10.2022;gitara basowa;niebieski;38;899
1854;18.10.2022;ukulele sopranowe;r騜owy;13;169
1855;18.10.2022;ukulele tenorowe;niebieski;17;229
1856;18.10.2022;gitara akustyczna;lipa;39;955
1857;18.10.2022;gitara akustyczna;czerwony;34;260
1858;18.10.2022;gitara akustyczna;lipa;34;360
1859;18.10.2022;gitara klasyczna;buk;30;399
1860;19.10.2022;gitara akustyczna;lipa;34;360
1861;19.10.2022;ukulele tenorowe;czerwony;17;1853
1862;19.10.2022;ukulele basowe;klon;15;1499
1863;19.10.2022;gitara basowa;bia造;34;699
1864;19.10.2022;gitara elektryczna;buk;30;895
1865;20.10.2022;ukulele koncertowe;niebieski;15;379
1866;20.10.2022;ukulele tenorowe;klon;17;229
1867;20.10.2022;gitara elektroakustyczna;lipa;30;1399
1868;20.10.2022;gitara elektryczna;czerwony;38;899
1869;22.10.2022;ukulele sopranowe;lipa;13;169
1870;22.10.2022;gitara klasyczna;niebieski;39;499
1871;22.10.2022;ukulele sopranowe;niebieski;13;169
1872;22.10.2022;ukulele basowe;jesion;15;1199
1873;22.10.2022;gitara elektryczna;lipa;38;899
1874;22.10.2022;ukulele koncertowe;bia造;15;679
1875;22.10.2022;gitara elektryczna;lipa;30;399
1876;23.10.2022;gitara akustyczna;czerwony;38;1699
1877;23.10.2022;gitara elektryczna;buk;39;1199
1878;23.10.2022;ukulele sopranowe;czarny;13;229
1879;24.10.2022;gitara elektryczna;czarny;39;899
1880;24.10.2022;gitara elektryczna;bia造;38;699
1881;25.10.2022;ukulele tenorowe;buk;17;399
1882;25.10.2022;ukulele sopranowe;klon;13;229
1883;25.10.2022;gitara elektryczna;lipa;34;695
1884;25.10.2022;ukulele koncertowe;buk;15;679
1885;25.10.2022;ukulele sopranowe;niebieski;13;229
1886;25.10.2022;gitara klasyczna;czarny;38;796
1887;25.10.2022;ukulele sopranowe;niebieski;13;229
1888;26.10.2022;gitara akustyczna;czarny;38;499
1889;26.10.2022;ukulele sopranowe;klon;13;259
1890;26.10.2022;gitara akustyczna;lipa;38;1400
1891;27.10.2022;ukulele basowe;czerwony;15;1199
1892;27.10.2022;ukulele basowe;niebieski;15;1199
1893;27.10.2022;gitara akustyczna;czarny;34;260
1894;27.10.2022;ukulele koncertowe;czarny;15;265
1895;27.10.2022;gitara elektryczna;buk;34;695
1896;27.10.2022;gitara akustyczna;lipa;34;260
1897;27.10.2022;gitara akustyczna;jesion;39;955
1898;27.10.2022;ukulele koncertowe;buk;15;379
1899;29.10.2022;gitara elektryczna;czerwony;34;480
1900;29.10.2022;gitara elektryczna;lipa;38;699
1901;29.10.2022;gitara elektryczna;niebieski;30;399
1902;29.10.2022;gitara klasyczna;lipa;38;699
1903;29.10.2022;gitara elektryczna;czarny;34;695
1904;29.10.2022;gitara basowa;niebieski;34;450
1905;29.10.2022;ukulele basowe;niebieski;15;879
1906;30.10.2022;ukulele basowe;lipa;15;1499
1907;30.10.2022;gitara elektryczna;czarny;30;399
1908;30.10.2022;gitara akustyczna;buk;34;260
1909;30.10.2022;ukulele sopranowe;czerwony;13;259
1910;30.10.2022;ukulele basowe;buk;15;1499
1911;31.10.2022;ukulele basowe;klon;15;879
1912;31.10.2022;gitara akustyczna;bia造;34;260
1913;02.11.2022;ukulele sopranowe;niebieski;13;169
1914;02.11.2022;gitara klasyczna;r騜owy;30;399
1915;02.11.2022;gitara akustyczna;czarny;30;399
1916;02.11.2022;ukulele koncertowe;lipa;15;679
1917;02.11.2022;ukulele basowe;czerwony;15;879
1918;06.11.2022;ukulele tenorowe;czerwony;17;399
1919;06.11.2022;gitara akustyczna;niebieski;30;399
1920;06.11.2022;ukulele koncertowe;klon;15;679
1921;07.11.2022;gitara klasyczna;niebieski;39;360
1922;07.11.2022;ukulele tenorowe;lipa;17;399
1923;07.11.2022;ukulele sopranowe;czerwony;13;169
1924;07.11.2022;ukulele sopranowe;niebieski;13;169
1925;07.11.2022;gitara basowa;niebieski;38;899
1926;08.11.2022;gitara klasyczna;czerwony;34;499
1927;09.11.2022;ukulele sopranowe;jesion;13;259
1928;09.11.2022;gitara elektryczna;lipa;39;899
1929;09.11.2022;ukulele tenorowe;czarny;17;1853
1930;09.11.2022;ukulele tenorowe;buk;17;399
1931;10.11.2022;gitara elektryczna;czarny;34;699
1932;10.11.2022;ukulele basowe;czarny;15;1499
1933;10.11.2022;gitara elektryczna;niebieski;39;1199
1934;12.11.2022;ukulele tenorowe;czarny;17;399
1935;12.11.2022;ukulele tenorowe;jesion;17;399
1936;13.11.2022;ukulele basowe;lipa;15;1499
1937;13.11.2022;ukulele basowe;klon;15;879
1938;13.11.2022;ukulele koncertowe;lipa;15;379
1939;14.11.2022;gitara klasyczna;klon;38;699
1940;14.11.2022;gitara akustyczna;bia造;38;499
1941;14.11.2022;ukulele koncertowe;bia造;15;1379
1942;15.11.2022;gitara akustyczna;czarny;30;299
1943;15.11.2022;gitara elektryczna;lipa;34;695
1944;16.11.2022;ukulele koncertowe;niebieski;15;1379
1945;16.11.2022;gitara klasyczna;bia造;39;699
1946;16.11.2022;gitara klasyczna;lipa;39;795
1947;16.11.2022;gitara akustyczna;jesion;38;649
1948;16.11.2022;ukulele tenorowe;niebieski;17;1853
1949;19.11.2022;gitara basowa;bia造;30;1699
1950;20.11.2022;ukulele tenorowe;czerwony;17;399
1951;20.11.2022;ukulele tenorowe;bia造;17;399
1952;20.11.2022;gitara akustyczna;czarny;34;360
1953;20.11.2022;gitara akustyczna;niebieski;30;399
1954;21.11.2022;gitara basowa;niebieski;30;1799
1955;21.11.2022;ukulele basowe;klon;15;1499
1956;22.11.2022;gitara basowa;niebieski;38;1699
1957;22.11.2022;ukulele sopranowe;lipa;13;169
1958;22.11.2022;ukulele basowe;lipa;15;1499
1959;22.11.2022;ukulele basowe;lipa;15;879
1960;22.11.2022;ukulele sopranowe;r騜owy;13;169
1961;23.11.2022;ukulele sopranowe;czerwony;13;169
1962;24.11.2022;gitara elektryczna;bia造;30;399
1963;26.11.2022;gitara basowa;czerwony;38;1699
1964;27.11.2022;ukulele tenorowe;jesion;17;1853
1965;27.11.2022;ukulele basowe;czarny;15;879
1966;27.11.2022;ukulele basowe;bia造;15;1499
1967;27.11.2022;gitara elektryczna;jesion;34;480
1968;28.11.2022;gitara elektryczna;klon;30;1299
1969;28.11.2022;ukulele tenorowe;lipa;17;229
1970;28.11.2022;gitara akustyczna;czerwony;34;360
1971;29.11.2022;ukulele tenorowe;czerwony;17;399
1972;29.11.2022;ukulele sopranowe;czerwony;13;259
1973;29.11.2022;ukulele tenorowe;buk;17;399
1974;29.11.2022;gitara basowa;bia造;30;1399
1975;30.11.2022;ukulele sopranowe;lipa;13;229
1976;30.11.2022;ukulele tenorowe;czarny;17;1853
1977;03.12.2022;gitara klasyczna;buk;38;796
1978;04.12.2022;ukulele basowe;klon;15;1499
1979;04.12.2022;ukulele sopranowe;jesion;13;229
1980;04.12.2022;gitara akustyczna;buk;38;649
1981;06.12.2022;ukulele koncertowe;czarny;15;265
1982;07.12.2022;ukulele sopranowe;czarny;13;259
1983;08.12.2022;gitara klasyczna;niebieski;38;369
1984;11.12.2022;gitara akustyczna;czerwony;30;899
1985;12.12.2022;ukulele koncertowe;klon;15;379
1986;13.12.2022;ukulele koncertowe;czerwony;15;679
1987;13.12.2022;ukulele sopranowe;jesion;13;259
1988;14.12.2022;ukulele basowe;lipa;15;879
1989;15.12.2022;ukulele tenorowe;klon;17;399
1990;15.12.2022;ukulele koncertowe;lipa;15;265
1991;17.12.2022;gitara elektryczna;niebieski;30;1299
1992;18.12.2022;ukulele koncertowe;czerwony;15;379
1993;18.12.2022;ukulele koncertowe;bia造;15;679
1994;19.12.2022;ukulele sopranowe;czerwony;13;229
1995;20.12.2022;ukulele basowe;klon;15;879
1996;22.12.2022;gitara klasyczna;buk;38;369
1997;22.12.2022;ukulele sopranowe;niebieski;13;259
1998;28.12.2022;gitara elektryczna;buk;39;899
1999;28.12.2022;gitara klasyczna;bia造;39;795
2000;29.12.2022;ukulele koncertowe;klon;15;265
